,Unnamed: 0.1,Unnamed: 0,title,description,category
381933,381933,3062,"Star Trek - The Original Series, Episode 27: Errand Of Mercy VHS","A war between the Klingons and Federation is imminent, and it's up to Captain Kirk (William Shatner) to persuade the peaceful, agrarian planet Organia to sign on with the good guys before the Klingons overwhelm the place. What's the rush? Organia is in a strategically valuable position for whichever warring side claims it first. The only problem is, the Organians don't seem to care. Kirk and First Officer Spock (Leonard Nimoy) make an awfully good pitch for Federation protection, but the planet's Council of Elders rejects the offer as a tacit invitation to violence on their world. Worse, the Council takes little heed of a Klingon invasion, insisting there is no problem and earning the enmity of both Kirk and Klingon Commander Kor (John Colicos). Essentially a Cold War satire disguised as a Federation-Klingon showdown in most unusual circumstances, ""Errand of Mercy"" is the brainchild of producer-writer Gene L. Coon, who makes a wonderfully convincing case for the absurdity of each side's claim to moral superiority. Highlights of the episode include the enigmatic, retiring performances of the Council members, and the Butch-and-Sundance banter between Kirk and Spock as they set about trying to become a two-man Resistance targeting Klingon munitions. The episode is directed by John Newland, best known as the host of the supernatural television series, One Step Beyond. --Tom Keogh Kirk and his crew come face to face with the Klingons, and both learn the meaning of war when beings from the planet Organia interfere.  TREK TRIVIA  John Colicos (Commander Kor), the first actor to portray a Klingon, went on to costar in another science fiction series, Battlestar Galactica.  This episode was directed by John Newland, the former host of the series One Step Beyond.",movies_and_tv
214991,214991,11265,"Berg: Lulu Suite; Wozzeck, Three Excerpts; Three Pieces, Op. 6","Berg's ""Three Pieces"" take the most nightmarish sections of Mahler's Sixth Symphony as their starting point and explore the outermost bound of musical terror. They are not easy to listen to by any means, but if you're a fan of horror movie soundtracks, then you'll find this an experience not to be missed. None of the remaining music on this disc is quite so frightening, but it also won't exactly leave you humming the tunes. Berg takes some work, but it's such good music nevertheless that you may find it worth your time. James Levine knows and loves these pieces, and he has an orchestra that plays them with the confidence born of long familiarity. --David Hurwitz",cds_and_vinyl
326347,326347,7492,Smith & Wesson SW990 Neck Knife Knife,"Smith & Wesson SW990 Neck Knife, Zytel Handle, Plain, Sheath w/Whistle Smith & Wesson forged its reputation for high-performance, high-quality precision and ruggedness when it first opened its doors in 1852. Take a look at where they've been and where they're going. Smith & Wesson SW990 Neck Knife, Zytel Handle, Plain, Sheath w/Whistle Features: Blade Detail: Plain Blade Length (inches): 3 Blade Material: 440C Carry System: Neck Sheath w/Whistle Handle Material: Zytel, Black Lock Style: N/A Overall Length (inches): 7 Packaging: N/A Special Features: N/A Storage: N/A Made In: China 3.5"" Blade, 7"" Overall, 3.3oz.",sports_and_outdoors
339103,339103,239,"Deflecto Aluminum Dryer Vent Elbow, Fully Adjustable, 4"", Silver (DE904)",Make seamless connections with a 90? Galvanized Elbow (4 in.; .16/100 in. Thickness) from Lambro. The elbow has one crimped end and is adjustable from 0deg through 90deg . It is sold individually. This is a genuine replacement part. The model number and name for the following item is: Lambro DE904 Dryer Vent Elbow,appliances
294973,294973,16126,"<span class=""a-size-medium a-color-secondary a-text-normal""","11-track CD on Final Joy, 2007.",digital_music
457101,457101,18215,"Purple Hard ""Rubber Feel"" Accessory Faceplate Case Cover for LG Chocolate Tou...","Protect and personalize your LG Chocolate Touch VX8575 cell phone with this 2-piece snap-on hard plastic shield protector case. This accessory provides protection by preventing scratches and its perfect fit make the phone looks as slim as if it acted as a invisible shield. Hard plastic was reinforced to the front edges, sides, and back to endure the life of this case. This phone shield protector has openings precisely made for the charger port, buttons, LCD screen, camera, etc. to allow full access to all the functions the phone offers. Suitable for the LG Chocolate Touch VX8575 only. Cell phone not included.",cell_phones_and_accessories
296946,296946,18099,A Graduation Address,From Upstate Vermont. = Even Sillier Than Usual.,digital_music
241314,241314,2479,Graphique Greek Isles 2016 Wall Calendar (CY96816),"Radiant sunlight, lapis blue seas and rugged landscape are the essential elements of the Greek Isles. The beauty of these islands stretches into every corner. It rests in the tiny detail of a staircase and in the expansive sweep of the Aegean. Whether you are yearning for vibrant nightlife, empty beaches, art and ancient culture or peaceful solitude, you will find it here. These photographs by Georges Metis capture the essence of the Greek Isles, a timeless world of sunlight, water and rocky landscape.",office_products
379211,379211,340,CNN: Cold War 8pc  VHS,"If anything defined the 20th century as the age of anxiety, it's the cold war with its ultimate no-win nuclear endgame. While conflicts in Korea and Vietnam dragged on, providing the traditional images of modern warfare, some of the conflict's most dangerous battles were invisible--tactical, intellectual, and fought primarily in the minds and war rooms of U.S. and Soviet leaders: Kennedy, Krushchev, Castro, Kissinger, Gorbachev, and Reagan. This 8-volume, 24-episode series, narrated by Kenneth Branagh, is a comprehensive history that examines the key events of the arc of the Soviet Union, from its birth to its fall, and provides a thorough analysis of what was going on behind closed doors. Informed by the stories of 500 eyewitnesses--from citizens and soldiers to historians and statesmen--and strengthened by painstaking reconstruction of archival historical film footage, CNN's Cold War is a heroic undertaking and a sweeping chronicle of the world's most fragile decades. --Susan Benson",movies_and_tv
451316,451316,12430,Rapid Car Charger + Home Travel Charger for Verizon LG enV2 VX9100,Rapid Car Charger + Home Travel Charger for Verizon LG enV2 VX9100,cell_phones_and_accessories
283877,283877,5030,Hot Sweet & Blue,"The IHJB plays traditional jazz with stylistic nods to New Orleans and Chicago, without scrificing individuality. They play an ambitious repertoire emcompasing Louis, Bix, Jelly, Fats, originals by Peter Ecklund and leader, Doug Finke, and a few ""warhorses"" beloved by dixieland audienes. This is an enormously talented band doing more than justice to some wonderful old music. ""...Traditional Jazz is truly liberating! The Independence Hall Jazz Band has the bells of freedom ringing in Philadelphia..."" -- Bob Byler, The Mississippi RagFinally in Philly. Happy music and good, clean fun from a highly entertaining and swinging dixieland jazz band. The Independence Hall Jazz Band romps with the best of them. -- George Arnold, Producer, French RivieraThe Independence Hall Jazz Band is a rarity---a true repertory group playing authentic New Orleans and ragtime arrangements as well as Chicago-bred Dixieland style. The IHJB provides an uncommon opportunity to experience--with our own ears--a fully American tradition in danger of extinction. -- Jan Klincewicz, Critic, Philly Jazz",digital_music
431398,431398,12517,Warm Things Down Booties,"Wrap your feet in the cozy comfort of the finest down duvet with our Warm Things Down Booties. 100% cotton, 300 thread count sateen fabric filled with light weight 550 fill power white down is warm and breathable. Like wearing down filled socks to keep cold toes toasty warm. Warm Things Down Robes and Warm Things Down Bed Jackets are available and sold separately. Women's shoe sizes: XS(5-6), S(7-8), M(9-10), L(11-12). Men's shoe sizes: S(5-6), M(7-8), L(9-10).",clothing_shoes_and_jewelry
294221,294221,15374,Bomba Latina 2,This is Bomba Latina 2. This is a 4-cd set as seen on Spanish TV. See the photos of the inserts for a list of tracks.,digital_music
401877,401877,3003,DigiTech Vocal 300 Vocal Multi-Effects Processor,"DigiTech's Vocal 300 is an affordable Vocal Effects Processor with a built-in expression pedal. Equipped with multiple mic preamp types, the Vocal 300 is ideal for both warm classic vocals or cutting edge distortion and lo-fi styles. The exclusive voice ""characters"" transform your voice from the scariest of monsters to spacey alien beings. The Vocal 300 comes with 38 fully programmable studio quality effects (up to 7 effects at once). The built-in expression pedal can be assigned to control your choice of up to 3 parameters in real-time. Each effect includes up to 4 adjustable parameters, giving you total flexibility to create the sound you want. The 6 character alphanumeric and 2 character numeric displays, combined with the 4-knob matrix editing system, provide a simple straightforward user interface. The Vocal 300 also includes 40 great sounding Factory Presets and 40 User Presets for your own custom creations. The rear panel features a 1/8"" CD input for singing along with your favorite music, a 1/4"" unbalanced input, a balanced XLR input, a balanced XLR mono output, a 1/4"" TRS stereo line output and a 1/8"" headphone output.",musical_instruments
300651,300651,1798,WMF Topstar 9 1/2-Quart Stainless Steel Stockpot with Lid,"Vegetable can be cooked with adding a very small amount of liquid, maybe also some fat. Water steam will condense at the lid flowing back into the cooked food. You may also use this pot for roasting/braising. Eating healthy, savouring consciously, feeling good... WMF Topstar System matches this life-style: a well-conceived system consisting of pots, inserts, accessories for healthy cooking. All components complement each other and can be combined with each other. Inserts sit tightly on the pot rims ensuring easy work. The pots can be stacked into each other to save space in the kitchen cabinet. German manufacturer WMF designed its Topstar cookware as a stackable, mix-and-match system to conserve storage space. Made of heavy 18/10 stainless steel polished to a mirror finish, Topstar cookware is beautiful and durable, intended to serve serious cooks for a lifetime. Aluminum disks sheathed in steel on the bottoms of the pots and pans conduct heat rapidly and uniformly and prevent warping. The cookware goes safely into ovens and under broilers. And with no inside handle rivets to trap food, it scrubs up hygienically. It's also dishwasher-safe. Like WMF's other stackable cookware system, the glass-lidded Accente Trend line, Topstar cookware carries a lifetime warranty against defects. Tall and narrow to minimize evaporation, this stockpot is big enough to simmer about 2-1/2 gallons of stock, soup, stew, or pasta sauce. It's also roomy enough to poach a chicken or two or to prepare fruit or vegetables for canning. It's 10 inches in diameter and 8-1/8 inches high (without lid). Its two handles are shaped for comfortable, firm gripping. The stainless-steel lid fits snugly inside the pot's rim to hold in moisture and permit healthful, low-liquid cooking. The pot's broad rim facilitates dripless pouring. The Topstar 10-inch steamer insert (sold separately) for fish, vegetables, and poultry, adds even more versatility to this kitchen workhorse. --Fred Brack",home_and_kitchen
16470,16470,16470,Stanley Hardware S827-550 CD1009 Cane Bolt in Zinc plated,"Use to lock gates or hold gates in open position. Gravity action bolt has a maximum throw of 2-3/4"". Bolt is storable in the raised position. Mounting brackets hold bolt and prevents removal following installation. Includes screws. Cane Bolt, a zinc plated steel positive bolt for locking and holding open gates, maximum throw 2 3/4 inches; the bolt drops by force of gravity. Projections allow bolt to be held in raised position when desired and also act as a non removable feature after applied.",tools_and_home_improvement
392197,392197,13326,Spies Like Us,"<![CDATA[ Spies Like Us (DVD) Chevy Chase and Dan Aykroyd star in this Cold War farce as two complete misfits who aspire to spy for the CIA. Much to their surprise, they are trained as operatives and sent to Central Asia. But the biggest secret of their covert operation is that they are expendable decoys--for another team of agents sent on the real mission--and no one expects them to survive.",movies_and_tv
446158,446158,7272,"SecurIT Security-Backed Zippered Case, 48-Key, 9"" x1"" x 11-5/8"", Black (PMC04988)","Keep your keys secure and organized, but do so with a touch of style. The soft, black leather-look vinyl of these key cases provides a classic touch. Each key tag is capable of holding up to six keys. The Velcro security-backed tags easily attach to the sewn-in Velcro strips. The zippered case is hassle-free and allows you quick access to keys. Key Capacity: 48; Material(s): Leather-Look Vinyl; Color(s): Black; Width: 9"".",cell_phones_and_accessories
277602,277602,18764,Complete Book of Fresh Water Fishing (Outdoor Life),"Cloth. Very Good +/Very Good. 8vo - over 7"" - 9"" tall. Bound in green cloth. Owners name stamp on front fly. Dj has small closed tear and some rubbing.  ",books
441124,441124,2238,Treo 650 SkinTight with Holster45; Blue40;216901241;,"Protect your smartphone without adding bulk or inconvenience! SkinTight rubberized cases protect against scratches, dings, and damage. Sleek, functional and protective, SkinTight for Treo 650 is the latest innovation in smartphone protection! All Speck smartphone skins are made out of a superior shock-absorbing, tear-resistant KRATON plastic, which is easy to put on and will last a long time.",cell_phones_and_accessories
440872,440872,1986,"English - Russian Parallel Bible / Huge Leather Bound, Golden Edges with Thumb Index / New American Standard Version / NASB - RUS / Beautiful Large Burgandy Bible with Zipper .","- New American Standard Bible (              ) -   -  . ENGLISH-RUSSIAN PARALLEL BIBLE (NASB version in English & Synodal version in Russian). WITH ZIPPER and INDEX TABS. GOLDEN EDGES & GOLD LETTERING ON THE COVER. 9.25 X 6 X 2 inches; 2,232 pages. -  ,  ,     , j ,  .",cell_phones_and_accessories
301333,301333,2480,"Hamilton Beach True Air Replacement Filter, For Pet Odors 04294-1 ea","Inhales odors, so you don't have to.™   For use with TrueAir™ Plug-Mount™ Air Cleaner  OdorSmart™ carbon filter - specially formulated to trap & neutralize pet odors  Lasts up to 120 days* *Filter life may vary, depending on usage and household conditions.   Compatible with the TrueAir™ Plug-Mount™ Odor Eliminator and TrueAir™ Plug-Mount™ Air Cleaner.  Filters are also available for Kitchen, Bathroom, Pet & All-Purpose use. Questions regarding this product?  Call 1-800-851-8900 or visit hamiltonbeach.com",home_and_kitchen
450867,450867,11981,"EZOPower Retractable Rapid Car Charger with IC Chip for LG L Bello, L70 Optimus D320, G2 Mini, Escape P870 Smartphone","Charge your phone while you're on the go with EZOPower Micro USB Retractable Vehicle Car Charger. Featuring a built-in smart IC chip to prevent overcharging/overheating/overcurrent, it allows you to use your phone while charging and will charge your battery within 2-4 hours (varies by phone). The one-touch retractable button conveniently retracts the cord for easy storage and convenient size demonstrates that the charger is the perfect charging solution for your micro USB compatible device.",cell_phones_and_accessories
221752,221752,18026,"Great Speeches Of The 20th Century, Volume Three: Dreams And Realities",Speeches Of 20th Cent. ~ Great Speeches Of The 20th Cent,cds_and_vinyl
254697,254697,15862,Handspring Visor USB HotSync Cradle (Ice),"Cool as ice. With this additional cradle, you can keep both your home and office computers synchronized with your Handspring. The HotSync features a simple plug-and-play connection.",office_products
62161,62161,9998,Efrontier Poser 6 (Mac),"Poser 6 delivers the power of interactive 3D figure design, offering infinite opportunities to portray human diversity, form and expression. Whether you create for print, animation or the web, there's always a need to integrate the human form -- with this powerful tool you can design any figure you can imagine. An intuitive 3D toolset allows you to scale and manipulate individual body parts, design facial expressions, and pose figures. Design with the human form for art, illustration, animation, comics, web, print, education, medical visualization, games, storyboarding and more! Poser 6 brings the art of figure design and posing right to your desktop, with an innovative UI to make working with the human form easily accessible. Included human and animal models come ready for you to start designing and posing immediately. You can click-and-drag to interactively sculpt faces, pose body parts, or create various ethnic varieties. For those who require finer control, full body morphs, facial expression morphs, and bone rigging are easily accessible for any figure. All features and models are provided in a natural 3D environment for realistic depth, lighting and shadowing on any figure in any pose. You can pose any figure by clicking and dragging a body part. With Document Display Styles you can view and design your figure in silhouette, outline, wireframe, textured, and more. The program lets you manipulate individual body parts, including the full body, facial expressions and fully articulated hands. It also allows you to interactively sculpt and design figures in real time, including the body and facial expressions. Object-level Collision Detection helps with posing and avoids collisions when animating. What's New in Poser 6?      New Figures Poser 6 introduces James and Jessi, new figures with amazing realism to bring a new level of photorealstic content to your artwork. Both figures accurately depict the human form, have lifelike skin textures, and full morph target sets to design your own custom figures with facial expressions. Also included are new boy and girl children figures, Ben and Kate, who complete the new Poser family. The new Poser figures come with photorealistic texture maps, full body morphs, facial expression morphs and are fully rigged for posing. More Content Poser's Content Paradise now includes a host of top content providers, to bring you a diverse range of Poser 6 models, textures, poses, character packs, utilities, and free stuff. A redesigned interface makes finding Poser content faster and easier than ever before. Enhanced UI Poser's innovative UI is centered on a productive room-based environment. Individual Pose, Setup, Materials, Hair, and Cloth rooms provide easy feature access for each step in the creative process. In addition to rooms, Poser uses floating palettes and windows. You can customize your Poser workspace by hiding/displaying and relocating controls anywhere you like. You can even save up to nine different screen configurations for the entire Poser workspace. Shadow Catching Poser 6 introduces several new features to support artists in rendering more true to life shadow effects. For example the NEW Shadow Catcher feature enables you to separate shadows from their underlying surface, and put them virtually anywhere. These new features make image composition and integrating 3D figures into graphic design easier. New Toon Outlines The New Toon Outline feature uses post-processing during rendering to draw an outline around the edges of cartoon images. Poser 6 offers customizable outline styles, enabling you to further personalize your cartoon shading look. Add a distinctive style to any cartoon imagery for comics. Now you have the choice to add outlines to any cartoon imagery you create with Poser. This feature's effect is most dramatic when combined with a cartoon shader node. Configurable Cartoon Shading preview styles allow you to approximate the final render results as you work. OpenGL OpenGL delivers accelerated performance when previewing anything from cartoon to photorealistic 3D figures. Now you can display vivid textures and lighting in real-time when designing figures. You can even render high resolution images using the OpenGL Preview renderer. There are accelerated previews for your 3D scenes, so you can see vivid textures and lighting in real-time. This feature works with all Document Display Styles, including wireframe, cartoon, and more. You can render out your 3D scene display with the OpenGL Preview renderer, and easily switch between SreeD Software and OpenGL Hardware for scene previews--which means you can maximize your system's resources and spend your time creating rather than waiting. New Ambient Occlusion  Ambient Occlusion makes figures seem as though they are in the natural lighting environment of the real world. Ambient Occlusion is available on every light to create accurate soft shadow effects, thus giving scenes a new degree of realism. The new Ambient Occlusion shader node makes figures and objects appear as though they are in a natural lighting environment. Ambient Occlusion darkens surfaces within a scene whose exposure to light is blocked by other objects. This effect uses raytracing to calculate the degree to which other objects within a scene occlude the ambient light of a surface at a given point. Surfaces with more occlusion will be rendered as darker than surfaces with little or no occlusion. You can set Ambient Occlusion lighting for all objects, or select lighting effects focused on specific parts of your scene.             Meet James and Jessi                  Expand your cartoon universe with Toon Outline                 Ambient occlusion brings your figures to life More About Poser  Photorealism  Poser 6 allows you to quickly design and pose pre-rigged figures, or create original figures to suit your needs. With professional lighting effects and shading materials, a large library of content and photorealistic textures, you can create professional-quality imagery and movies. You can also integrate with other 3D applications, or composite photorealistic imagery into your favorite image editing or motion graphics programs. Just some of the features in Poser 6 include: accurate human male, female and children 3D models; large libraries of content included; quick design/pose pre-rigged figures with full morph target sets; realistic perspective in 3D space; and professional lighting effects and procedural shader material trees. Camera Controls Cameras represent your window into the Poser workspace. You can use them as a director would, to set up your ideal camera shots for each image or animation frame. Or, you can take advantage of the benefit that comes with 3D work, of being able to render a scene from multiple angles. In either case, Poser 6 offers multiple configurable cameras to facilitate your creative workflow. Poser includes a variety of independent cameras for viewing your scene, and a four-pane camera view. All are easily controlled with an innovative Trackball control for intuitive scene setup. Realistic Lighting Lighting is an essential component of any 3D image. Lights add colors, cast shadows, create specific effects, and set the tone for your scene. Poser 6's light controls allow you to add and individually configure different types of light sources in your Poser scene. When these light configuration options are combined with Poser 6's powerful rendering tools, the lighting possibilities are unlimited. Bone Rigging  Create new, fully poseable Poser figures from any 3D object in a few easy steps. Import 3D geometry, break it into body parts and generate new Poser figures. You can even create Inverse Kinematics (IK) chains. Inverse Kinematics (IK) delivers natural character motion by modeling the hierarchical interactions of bones and joints, so that when you move a hand the arm naturally follows.  OpenGL Preview New OpenGL hardware acceleration offers improved performance with figure Posing and Preview renders. Easily switch between SreeD Software and OpenGL. Hardware rendering for scene previews means you can maximize your system's resources and spend your time creating rather than waiting. Photo-based Facial Mapping Want to create a virtual you? Friend? Import facial photos to easily model new characters and create texture maps. Poser's Face Room allows you to create lifelike results by mapping any face onto a 3D head. You can also generate new faces with a button click, or create caricatures for wild characters. Ethnicity, age, and gender parameter controls round out this powerful set of facial tools.",software
6539,6539,6539,Freud Precision Shear Serrated Edge Forstner Drill Bit 5/8-Inch by 5/16-Inch Shank (PB-004),"New Precision Shear Forstner Bits feature a double-ground, razor-sharp serrated edge that slices throughout the rotation of the bit for less splintering and chipping, producing flawless flat-bottom holes. This unique geometric design has multiple cutting edges that produce greater shearing action, allowing for faster rotational speeds and more efficient cutting. Competitive Forstner Bit designs produce small chips and dust that collect in the cutting area, increasing friction and heat, thus causing the bit to dull quickly. Those designs also create holes with rough edges that require sanding. In addition Precision Shear Forstner Bits has serrated edges. RH Rotation, 5/16"" Boring Shank, 3-1/2"" Overall Length (H), 5/8"" Cut Diameter Ideal For: Drilling flat bottom holes, pocket holes, or overlapping holes. Application: Drills plywoods, hardwoods, and softwoods. Made In Italy. Precision Shear Forstner Bits feature a double-ground, razor-sharp serrated edge that slices throughout the rotation of the bit for less splintering and chipping, producingflawless flat-bottom holes. This unique geomtric design has multiple cutting edges that produce greater shearing action, allowing for faster rotational speeds and more efficient cutting. Competitive forstner bit designs produce small chips and dust that collect in the cutting area, increasing friction and heat, thus causing the bit to dull quickly. Those designs also create holes with rough edges that require sanding. In addition to serrated edges, Precision Shear Forstner Bits include a hardened steel body for longer life and sharper edge, an ultra sharp spur to ensure accurate holes and less ""walking"", and steep angled cutting edges to produce holes that are smooth and flat.",tools_and_home_improvement
261840,261840,3002,"Twinkles, Arthur and Puss","`A very engaging take on feline behaviour' The BooksellerPraise for `The Tiger Who Came To Tea':`Near perfection of form is embellished by clear, expressive illustrations. The pace is exactly right, the resolution totally satisfying.' Dorothy Butler, Babies Need Books.`A modern classic.' The Independent.`This book has enduring charm and young children will delight in the preposterous notion of a tiger creating mayhem in the house.' Junior MagazinePraise for `Mog the Forgetful Cat':`Grandparents are likely to get as much fun out of seeing it again as the new generation of fans just learning to read!' Choice MagazinePraise for `Goodbye Mog':`Kerr's warmth, humour and honesty make this an engaging introduction to a difficult topic.' Financial Times`Believable, amusing and moving.' Nursery World`A supremely sensitive story.' The Times Judith Kerr is one of the best-loved children’s authors of the twentieth century. Judith Kerr's books about Mog, the loveable, accident-prone cat, have entertained countless children for more than thirty years and sold over three million copies worldwide. Judith Kerr is well loved for her classic picture book ‘The Tiger Who Came to Tea’ which has sold over two million copies. Judith Kerr’s first novel, ‘When Hitler Stole Pink Rabbit’, won the prestigious Jugendbuchpreis in Germany and has sold over 500,000 copies.",books
451471,451471,12585,"Casio G'zOne Commando 4G LTE, Black 16GB (Verizon Wireless)"," This rugged Android phone updates the previous Commando with 4G LTE, front camera, global roaming, NFC, a faster processor, larger display, and a better main camera. Unique outdoor features include thermometer, barometer, pedometer, activity tracker, multiple glove-friendly features, and compatibility with Bluetooth 4.0 smart watches including a rugged Casio G-Shock. Other features include rugged, waterproof body, memory card slot, and removable battery.",cell_phones_and_accessories
194721,194721,11001,Hasbro Monopoly,"Monopoly In 1934, in the midst of the Great Depression, an unemployed heating engineer from Pennsylvania created the game of Monopoly. Realizing that his get-rich theme might appeal to other Americans, he had the game printed and distributed in a Philadelphia department store. When he couldn't keep up with the overwhelming requests for more sets, he arranged for Parker Brothers to take over the game. And the rest, as they say, is history. But Monopoly is far from a quaint historical relic. To this day, it remains a riveting game of luck, chance, and savvy wheeling and dealing--all of which can make some lucky dog rich, rich, rich! Based on the purchase of Atlantic City real estate (a city currently renowned for its get-rich gambling opportunities), Monopoly is now printed in 26 languages with more than 200 million sets sold worldwide. Players still scoot the same beloved board pieces: the old shoe, the terrier, and the hot rod. This set also includes rules for a shortened version of the game and a new token, winner of Monopoly's recent ""design a token"" contest. This is capitalism at its most fun and ruthless, a must-have edition in the family game closet. --Gail Hudson",toys_and_games
197005,197005,13285,Electronic Lab 130-in-one Project,"No experience necessary–to become the next Albert Einstein! Even if you've never built anything electronic before, you can make an electronic organ, radio, AM broadcast station, kitchen timer and more with this easy-to-use 130-in-1 Project Lab kit. A fun way to learn about electronics and study the wonders of science, this kit will give you a jump-start on a great hobby with no prior electronics knowledge needed. Project components are assembled on a built-in breadboard by connection to spring terminals–no soldering needed–and use safe, low-voltage batteries. Comes with built-in speaker, 7-segment LED digital display, integrated circuits, rotary controls and clearly written instructions with schematics/diagrams. These ""Electronic Science Labs"" will teach you about electronics from A to Z. With these all-in-one labs, you'll learn about electronic parts, how to read schematics, and wiring diagrams. All this while building up to 500 different projects. These kits use two quick and easy hook-up methods: Spring Method: Simply slip pre-cut wires and components into special springs for a safe, secure connection. Breadboard Method: Featured in our advanced kits, this system is used by professionals and engineers. Just plug the components and wires into the special breadboard socket holes. No soldering is required. Everything uses safe battery power - no dangerous AC is required, so it's safe for all ages. Labs come with all Components and wires needed to build each project. NO TOOLS ARE REQUIRED. No prior knowledge is needed to assemble and build these exciting projects. Easy-to-read, illustrated, lab-style manuals take you through each electronic experiment step-by-step. All are designed for ages 10 & up, so these are ideal for MIDDLE SCHOOLS and HIGH SCHOOLS.",toys_and_games
377292,377292,18425,"Wooster Brush R232-4 Epoxy Glide Roller Cover, 1/4-Inch Nap, 4-Inch","Proprietary, dark gray, shed resistant fabric, the first nonwoven fabric in our industry, for use with all epoxies and urethanes. Provides great pickup, release, and flow for fast results on smooth surfaces. The Green double thick polypropylene core resists water, solvents, and cracking (4'' length has a clear, single ply polypropylene core). Available in 3 lengths.",patio_lawn_and_garden
162671,162671,19766,ZTS-5 Zinc Teardrop Anode - Weld-on or Bolt-on,"The ZTS 5 is a teardrop shaped anode containing a single, cast in galvanized steel strap. It weighs approximately 5 lbs and measures 3"" wide x 1 - 1/4"" high x 9"" long. The strap is 12"" overall.
Rating Amps/Year: 0.25. You can weld on or drill holes into strap to bolt on. Made to current MIL A 18001K spec (aka ASTM B-418 Type 1)",industrial_and_scientific
271411,271411,12573,Still Cove Journal, ,books
7805,7805,7805,Drop Pull - Village Birdcage Drop Pull in Weathered Nickel,"Reminiscent of a bygone era, the distinctive shapes of this Birdcage Drop Pull in Weathered Nickel brings old world charm to today's homes.",tools_and_home_improvement
363815,363815,4948,Sunbeam SB980 Cordless Rechargeable Bug Zapper - Lantern Style,"Sunbeam's Portable Bug Zapper - Lantern Style is ideal for patio's, picnics, barbeques, camping or the backyard. It's cordless, rechargeable technology makes it completely portable. Either place it on a table or hang it from the built in hook. Can also be used indoors.",patio_lawn_and_garden
388714,388714,9843,Galaxies Are Colliding VHS,"Product Details
Actors: Dwier Brown, Susan Walters, Karen Medak, Kelsey Grammer, James Kevin Ward
Directors: John Ryman
Writers: John Ryman
Producers: John Ryman, Nicolas Stiliadis, Robert H. Straight, Stanley Wilson, Syd Cappe
Format: Closed-captioned, Color, HiFi Sound, NTSC
Rated: R (Restricted)
Number of tapes: 1
Studio: Paramount
VHS Release Date: January 1, 1998
Run Time: 93 minutes",movies_and_tv
319274,319274,419,"Franklin Sports MLB New York Yankees Soft Sport Bat, Ball and Glove Set",6519F10 MLB Team: New York Yankees Features: -Soft sport set.-Soft molded polyethylene core bat. Construction: -PVC casting vinyl construction. Specifications: -Baseball stuffed with 100pct virgin polyester.,sports_and_outdoors
